ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status,Flags
>otu723,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,pratense,98.87,Published,2
>otu724,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,,,91.4,Published,2
>otu725,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu727,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu728,Arthropoda,Insecta,,,,,79.49,Private,  2 3 4
>otu729,Rotifera,Bdelloidea,,Philodinidae,,,92.41,Published,2
>otu730,Nematoda,Chromadorea,,,,,82.27,Published,2
>otu731,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu732,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu733,Rhodophyta,Florideophyceae,,,,,81.61,Published,2
>otu734,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu736,Arthropoda,Insecta,Hemiptera,Cicadellidae,Anoscopus,albifrons,99.43,Private,2
>otu737,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu738,Arthropoda,Malacostraca,,,,,80,Private,  2 3  
>otu739,Arthropoda,Insecta,Lepidoptera,,,,85.9,Published,4
>otu740,Chlorophyta,Chlorophyceae,Sphaeropleales,Mychonastaceae,Mychonastes,homosphaera,100,Published,       
>otu741,Arthropoda,Thecostraca,Sessilia,,,,87.18,Published,2
>otu742,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu743,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu744,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu745,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu746,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu747,Rhodophyta,Florideophyceae,Gigartinales,,,,85.33,Published,4
>otu748,Chordata,Actinopterygii,,,,,78.57,Published,2
>otu749,Rhodophyta,Florideophyceae,Gigartinales,,,,89.66,Published,2
>otu750,Rhodophyta,Florideophyceae,,,,,78.79,Early-Release,2
>otu751,Arthropoda,Insecta,Coleoptera,Curculionidae,,,90.06,Private,    3 4
>otu752,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu753,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu754,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu755,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu756,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu757,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu759,Arthropoda,Insecta,Coleoptera,Curculionidae,,,94.35,Published,       
>otu760,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu761,Arthropoda,Insecta,Diptera,Dolichopodidae,,,91.67,Published,4
>otu762,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu763,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu764,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,,100,Published,       
>otu765,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu766,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu767,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,94.83,Private,    3 4
>otu768,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu769,Arthropoda,Arachnida,Araneae,,,,85.9,Published,  2   4
>otu770,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,,,91.67,Published,4
>otu771,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu772,Mollusca,Gastropoda,Stylommatophora,Milacidae,Tandonia,sowerbyi,98.55,Published,       
>otu773,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu774,Mollusca,Gastropoda,Stylommatophora,Testacellidae,,,90.37,Published,       
>otu775,Ochrophyta,Phaeophyceae,,,,,78.57,Private,  2 3  
>otu776,Arthropoda,Insecta,Diptera,,,,86.75,Private,2
>otu777,Nematoda,Chromadorea,Rhabditida,,,,89.15,Published,4
>otu779,Nematoda,Chromadorea,Rhabditida,Anisakidae,,,90.09,Published,       
>otu780,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu781,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu782,Nematoda,Chromadorea,Rhabditida,,,,87.18,Published,2
>otu783,Mollusca,Bivalvia,,,,,78.21,Published,2
>otu785,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,miltiorrhiza,99.44,Published,2
>otu786,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,91.03,Private,2
>otu787,Proteobacteria,Alphaproteobacteria,,,,,78.95,Published,       
>otu788,Proteobacteria,Alphaproteobacteria,,,,,74.14,Published,       
>otu789,Arthropoda,Arachnida,,,,,78.21,Published,2
>otu790,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu791,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,carolinae,100,Published,4
>otu793,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu794,Arthropoda,Arachnida,,,,,81.48,Published,2
>otu795,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu796,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu797,Cnidaria,Cubozoa,,,,,80.46,Published,2
>otu798,Arthropoda,Insecta,Hymenoptera,,,,87.65,Private,    3 4
>otu799,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu800,Arthropoda,Thecostraca,,,,,76.92,Published,2
>otu801,Arthropoda,Insecta,Lepidoptera,,,,86.25,Private,    3 4
>otu803,Arthropoda,Insecta,,,,,79.49,Published,2
>otu804,Rhodophyta,Florideophyceae,,,,,81.11,Published,2
>otu805,Arthropoda,Malacostraca,Decapoda,,,,87.18,Published,2
>otu806,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu807,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu808,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu809,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu810,Chordata,Actinopterygii,,,,,78.21,Published,2
>otu811,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu812,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu813,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu814,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu815,Nematoda,Enoplea,,,,,84.26,Published,2
>otu816,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu817,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu818,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu819,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu821,Zygomycota,Zygomycetes,Mucorales,Mucoraceae,,,91.38,Published,       
>otu822,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,oleracea,100,Private,1
>otu823,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu824,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu825,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu826,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu827,Nematoda,Chromadorea,Aphelenchida,,,,88.69,Published,2
>otu828,Arthropoda,Insecta,Diptera,Culicidae,,,90.12,Published,2
>otu829,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus,,95.24,Published,4
>otu830,Heterokontophyta,Oomycota,Pythiales,Pythiaceae,Phytophthora,nemorosa,98.31,Published,2
>otu831,Arthropoda,Insecta,,,,,81.61,Private,2
>otu832,Arthropoda,Insecta,Phasmatodea,Diapheromeridae,,,92.31,Private,  2 3 4
>otu833,Arthropoda,Insecta,Psocodea,Trogiidae,Cerobasis,guestfalica,100,Published,       
>otu834,Arthropoda,Insecta,Diptera,Lauxaniidae,Minettia,fasciata,99.44,Private,  2 3  
>otu835,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu836,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu837,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu838,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu839,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu840,Arthropoda,Insecta,Hymenoptera,Formicidae,Messor,bouvieri,100,Private,       
>otu841,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu842,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu843,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.21,Published,4
>otu844,Rotifera,Bdelloidea,,Philodinidae,Philodina,,95.65,Published,       
>otu845,Arthropoda,Malacostraca,,,,,84.62,Private,  2 3  
>otu846,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,,97.78,Published,       
>otu847,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,,92,Published,  2   4
>otu849,Arthropoda,Insecta,Blattodea,Rhinotermitidae,Reticulitermes,grassei,100,Private,       
>otu850,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu851,Rhodophyta,Florideophyceae,,,,,79.28,Published,2
>otu852,Porifera,Demospongiae,Haplosclerida,,,,85.33,Published,2
>otu853,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Probolus,,96.05,Early-Release,2
>otu855,Arthropoda,Collembola,Entomobryomorpha,,,,98.83,Private,  2 3  
>otu856,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,tyrtaeum,100,Published,2
>otu858,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu859,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu860,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu861,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu862,Rhodophyta,Florideophyceae,,,,,81.11,Published,2
>otu863,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu864,Mollusca,Bivalvia,,,,,82.67,Published,2
>otu865,Arthropoda,Insecta,Diptera,,,,85.33,Published,2
>otu866,Arthropoda,Branchiopoda,,,,,75.64,Published,2
>otu867,Proteobacteria,Alphaproteobacteria,,,,,79.55,Published,       
>otu868,Mollusca,Gastropoda,Stylommatophora,Vertiginidae,Columella,aspera,100,Private,3
>otu869,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu870,Rotifera,Bdelloidea,,Philodinidae,Philodina,rugosa,99.02,Published,       
>otu871,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,vaga,99.42,Published,       
>otu872,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu873,Rhodophyta,Florideophyceae,,,,,76.44,Private,2
>otu874,Annelida,Clitellata,Crassiclitellata,Lumbricidae,,,94.67,Published,2
>otu875,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus,,97.48,Published,       
>otu876,Arthropoda,Insecta,Lepidoptera,Noctuidae,Proxenus,hospes,100,Private,2
>otu877,Basidiomycota,Exobasidiomycetes,Microstromatales,,,,87.33,Private,3
>otu878,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu880,Arthropoda,Branchiopoda,,,,,82.14,Published,2
>otu881,Arthropoda,Chilopoda,Scolopendromorpha,Plutoniumidae,,,94,Published,2
>otu882,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu883,Chordata,Actinopterygii,,,,,81.48,Published,2
>otu884,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu885,Arthropoda,Copepoda,,,,,83.95,Published,2
>otu886,Cnidaria,Scyphozoa,,,,,80.25,Published,       
>otu887,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu890,Arthropoda,Arachnida,Araneae,,,,86.67,Published,2
>otu891,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu892,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu893,Echinodermata,Crinoidea,Comatulida,,,,86.21,Published,2
>otu894,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,92.81,Private,       
>otu895,Arthropoda,Insecta,Lepidoptera,Psychidae,Bankesia,conspurcatella,100,Published,       
>otu896,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,100,Private,1
>otu898,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu899,Arthropoda,Insecta,,,,,82.67,Private,1
>otu902,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,,99.44,Private,3
>otu903,Arthropoda,Malacostraca,,,,,81.33,Private,  2 3  
>otu904,Arthropoda,Insecta,,,,,80.77,Published,2
>otu905,Onychophora,Udeonychophora,,,,,82.05,Published,2
>otu906,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu907,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,,,90.06,Published,       
>otu908,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu909,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,98.89,Published,       
>otu910,Arthropoda,Arachnida,Araneae,,,,85.19,Published,2
>otu912,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu913,Rhodophyta,Florideophyceae,Peyssonneliales,,,,87.64,Private,  2 3  
>otu914,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu915,Arthropoda,Insecta,Hymenoptera,,,,90.06,Private,    3 4
>otu916,Mollusca,Polyplacophora,Chitonida,,,,85.71,Published,       
>otu917,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu918,Arthropoda,Arachnida,Mesostigmata,,,,85.9,Published,2
>otu919,Rhodophyta,Florideophyceae,Rhodymeniales,,,,86.42,Private,    3 4
>otu920,Proteobacteria,Alphaproteobacteria,,,,,78.66,Published,2
>otu921,Nematoda,Chromadorea,Rhabditida,Anisakidae,,,90.09,Published,2
>otu922,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu923,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu924,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu925,Heterokontophyta,Oomycota,,,,,82.46,Published,2
>otu926,Arthropoda,Insecta,,,,,78.21,Published,2
>otu927,Chlorophyta,Trebouxiophyceae,,,,,78.16,Published,2
>otu928,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu929,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu930,Proteobacteria,Alphaproteobacteria,,,,,75.29,Published,       
>otu931,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu933,Zygomycota,,,,,,92.86,Private,3
>otu934,Chordata,Amphibia,,,,,79.22,Private,  2 3 4
>otu935,Arthropoda,Arachnida,Araneae,,,,85.19,Published,2
>otu936,Arthropoda,Malacostraca,Amphipoda,,,,88.46,Private,  2 3  
>otu937,Arthropoda,Arachnida,Trombidiformes,Tydeidae,,,99.43,Published,1     4
>otu938,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu939,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu940,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,94.05,Published,2
>otu941,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu942,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,excisa,98.31,Published,2
>otu943,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu944,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu945,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu946,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu947,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu948,Arthropoda,Insecta,,,,,82.67,Published,2
>otu949,Arthropoda,Arachnida,Araneae,,,,88.46,Published,2
>otu950,Arthropoda,Insecta,,,,,83.33,Private,1 2    
>otu951,Echinodermata,Echinoidea,,,,,78.95,Published,2
>otu952,Rhodophyta,Florideophyceae,,,,,80,Published,2
>otu953,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu954,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,94.05,Published,2
>otu955,Proteobacteria,,,,,,87.65,Private,  2 3  
>otu956,Arthropoda,Thecostraca,,,,,80,Published,2
>otu957,Proteobacteria,Alphaproteobacteria,,,,,75.6,Published,       
>otu958,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu959,Ochrophyta,Phaeophyceae,Fucales,,,,86.46,Early-Release,2
>otu960,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu961,Arthropoda,Insecta,Coleoptera,Curculionidae,Bagous,lutulentus,100,Private,    3 4
>otu962,Arthropoda,Arachnida,,,,,78.21,Private,  2 3  
>otu963,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu964,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu965,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu966,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu967,Rhodophyta,Florideophyceae,,,,,79.25,Published,2
>otu968,Arthropoda,Arachnida,Araneae,,,,86.21,Private,3
>otu969,Cnidaria,Anthozoa,,,,,80.46,Published,2
>otu970,Arthropoda,Insecta,Blattodea,,,,85.33,Private,  2 3  
>otu971,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu973,Arthropoda,Insecta,Coleoptera,Cerambycidae,Ambonus,,95.06,Private,    3 4
>otu974,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu975,Arthropoda,Insecta,,,,,82.05,Private,1 2    
>otu976,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu977,Rhodophyta,Florideophyceae,,,,,81.55,Early-Release,2
>otu978,Arthropoda,Arachnida,Araneae,,,,86.59,Published,  2   4
>otu979,Chordata,Actinopterygii,,,,,78.21,Private,3
>otu980,Arthropoda,Insecta,Coleoptera,,,,87.72,Private,    3 4
>otu981,Arthropoda,Insecta,Hymenoptera,,,,88.46,Private,3
>otu982,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu983,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu985,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,96.67,Private,3
>otu986,Arthropoda,Insecta,Lepidoptera,,,,87.18,Published,2
>otu987,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,,86.72,Published,4
>otu988,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu989,Mollusca,Gastropoda,Neogastropoda,,,,86.21,Published,4
>otu990,Cnidaria,Cubozoa,,,,,78.67,Published,2
>otu991,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,inermis,98.87,Private,3
>otu992,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu993,Arthropoda,Thecostraca,,,,,81.33,Published,2
>otu994,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu995,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu996,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu997,Arthropoda,Malacostraca,,,,,79.49,Published,2
>otu998,Arthropoda,Arachnida,Araneae,,,,87.65,Published,2
>otu999,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1000,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1002,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,,,91.95,Published,       
>otu1003,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu1004,Rotifera,Bdelloidea,,Philodinidae,,,93.59,Published,2
>otu1005,Arthropoda,Insecta,,,,,80,Published,2
>otu1006,Arthropoda,Insecta,Diptera,Drosophilidae,,,91.67,Private,2
>otu1007,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1008,Arthropoda,Insecta,Hemiptera,,,,87.36,Private,  2 3 4
>otu1009,Arthropoda,Insecta,Diptera,,,,92.86,Published,2
>otu1010,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Nemobius,,96.15,Published,       
>otu1011,Rhodophyta,Florideophyceae,,,,,75.21,Published,2
>otu1012,Nematoda,Chromadorea,Rhabditida,,,,88.29,Published,2
>otu1013,Arthropoda,Insecta,Hymenoptera,,,,87.65,Private,    3 4
>otu1014,Ochrophyta,Phaeophyceae,,,,,78.57,Published,2
>otu1015,Arthropoda,Arachnida,,,,,81.11,Published,2
>otu1016,Arthropoda,Insecta,Lepidoptera,,,,88.31,Private,  2 3 4
>otu1017,Arthropoda,Malacostraca,Decapoda,,,,87.18,Published,       
>otu1019,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1020,Nematoda,Chromadorea,Strongylida,,,,85.45,Published,2
>otu1021,Mollusca,Polyplacophora,,,,,82.67,Published,2
>otu1022,Arthropoda,Arachnida,,,,,78.48,Private,2
>otu1023,Arthropoda,Arachnida,,,,,83.95,Published,2
>otu1024,Chordata,Actinopterygii,,,,,73.81,Published,2
>otu1025,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1026,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,,,94.32,Private,  2 3  
>otu1027,Heterokontophyta,Oomycota,,,,,79.31,Private,2
>otu1028,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1029,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,91.4,Early-Release,2
>otu1030,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1031,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,,,90.48,Private,  2 3  
>otu1032,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,85.45,Published,4
>otu1034,Heterokontophyta,Oomycota,Pythiales,,,,86.46,Published,2
>otu1035,Arthropoda,Malacostraca,,,,,82.05,Private,  2 3  
>otu1036,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1037,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,,,94.92,Private,  2 3  
>otu1040,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,caespitum,100,Private,    3 4
>otu1041,Arthropoda,Arachnida,,,,,81.72,Published,2
>otu1042,Arthropoda,Insecta,Diptera,Empididae,,,90.12,Published,2
>otu1044,Arthropoda,Insecta,,,,,80.77,Published,2
>otu1045,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1046,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1047,Rhodophyta,Florideophyceae,,,,,83.33,Published,  2   4
>otu1048,Chordata,Actinopterygii,,,,,79.49,Published,2
>otu1049,Arthropoda,Malacostraca,,,,,83.33,Published,2
>otu1050,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,,95.83,Published,1
>otu1051,Arthropoda,Insecta,,,,,84,Private,2
>otu1052,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1055,Rotifera,Bdelloidea,,Philodinidae,,,91.23,Published,       
>otu1056,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1057,Proteobacteria,Alphaproteobacteria,,,,,79.53,Published,       
>otu1058,Nematoda,Chromadorea,Rhabditida,,,,86.87,Published,2
>otu1059,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1060,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1061,Heterokontophyta,Oomycota,,,,,83.76,Published,2
>otu1062,Arthropoda,Insecta,,,,,80.77,Private,2
>otu1063,Nematoda,Chromadorea,Strongylida,,,,89.33,Published,2
>otu1065,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1066,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,phycidella,100,Private,       
>otu1067,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1068,Heterokontophyta,Oomycota,,,,,79.63,Published,2
>otu1069,Mollusca,Polyplacophora,,,,,82.67,Published,2
>otu1070,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1071,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1072,Rhodophyta,Florideophyceae,Ceramiales,,,,85.33,Early-Release,  2 3 4
>otu1073,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,92.47,Early-Release,1 2    
>otu1075,Chordata,Aves,,,,,78.67,Published,2
>otu1076,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu1077,Arthropoda,Insecta,Ephemeroptera,,,,85.9,Published,2
>otu1079,Cnidaria,Anthozoa,Scleractinia,,,,86.42,Published,  2   4
>otu1080,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1082,Arthropoda,Insecta,Diptera,,,,85.33,Published,2
>otu1083,Arthropoda,Arachnida,Araneae,,,,86.67,Private,3
>otu1084,Annelida,Clitellata,,,,,75.31,Published,2
>otu1085,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1086,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1087,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1088,Arthropoda,Insecta,,,,,82.29,Published,2
>otu1089,Chordata,Amphibia,,,,,79.01,Private,  2 3  
>otu1091,Arthropoda,Arachnida,,,,,81.72,Published,2
>otu1092,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1093,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1094,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,,94.87,Published,2
>otu1095,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1097,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1098,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1100,Rhodophyta,Florideophyceae,,,,,79.8,Published,2
>otu1101,Arthropoda,Arachnida,Araneae,,,,85.9,Private,  2 3  
>otu1102,Rhodophyta,Florideophyceae,Ceramiales,,,,85.19,Published,  2   4
>otu1103,Arthropoda,Arachnida,Araneae,,,,85.19,Published,       
>otu1104,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1105,Rhodophyta,Florideophyceae,Rhodymeniales,,,,85.9,Published,  2   4
>otu1106,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1107,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1108,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1109,Arthropoda,Insecta,Lepidoptera,,,,85,Private,    3 4
>otu1110,Arthropoda,Arachnida,Araneae,Zoropsidae,Zoropsis,spinimana,100,Private,       
>otu1111,Arthropoda,Insecta,Diptera,,,,87.18,Published,2
>otu1112,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1113,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1114,Nematoda,Chromadorea,Rhabditida,,,,85.71,Published,  2   4
>otu1115,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1116,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1117,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1118,Arthropoda,Copepoda,,,,,82.05,Published,2
>otu1119,Mollusca,Gastropoda,Stylommatophora,Testacellidae,,,94.44,Published,       
>otu1120,Nematoda,Enoplea,Ascaridida,,,,87.04,Published,2
>otu1121,Arthropoda,Thecostraca,,,,,83.33,Published,       
>otu1122,Rhodophyta,Florideophyceae,,,,,80.36,Published,2
>otu1123,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1124,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1125,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1126,Cnidaria,Scyphozoa,,,,,80,Published,2
>otu1128,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1129,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1130,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1131,Arthropoda,Insecta,Coleoptera,Curculionidae,,,94.15,Private,    3 4
>otu1132,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1134,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1135,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,91.03,Private,2
>otu1136,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu1137,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,96.95,Published,       
>otu1138,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1139,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1140,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu1141,Arthropoda,Arachnida,Araneae,,,,85.19,Published,2
>otu1142,No Match,No Match,No Match,No Match,No Match,No Match,,,
